Host ID,Host Name,Neighborhood,District,Latitude,Longitude,Room Type,Minimum Nights,Reviews,Last Review,Monthly Reviews,Number of Listings,Days Available,Price
37,4,1,189,1,0,1,7,13,89,27.0,2,326,70
38,13,1,28,8,19,1,2,7,49,14.0,2,0,45
46,8,2,93,22,11,0,2,113,90,245.0,1,197,200
22,6,2,168,19,15,2,1,1,48,1.0,1,0,45
33,10,1,13,4,12,0,2,7,90,14.0,1,14,45
43,1,1,51,2,14,0,1,5,65,11.0,3,0,110
43,1,1,51,2,14,1,14,0,90,142.1215469382644,3,0,65
24,3,2,64,14,4,0,2,48,90,106.0,1,211,250
46,7,2,73,9,1,1,1,2,48,3.0,1,0,120
39,7,2,200,18,10,0,30,2,82,9.0,121,273,249
8,9,1,213,10,17,1,2,2,48,3.0,1,0,80
0,13,2,126,17,7,0,2,14,81,41.0,1,0,124
34,11,1,80,6,8,0,3,2,56,3.0,1,0,175
18,9,1,28,8,21,1,1,0,90,114.93983843218805,1,0,45
12,6,1,213,10,17,1,1,0,90,98.75510189921003,2,0,60
2,1,1,31,4,3,0,3,27,84,57.0,1,166,115
6,4,1,157,3,8,0,7,11,79,23.0,1,0,99
46,5,3,218,16,22,1,7,1,66,3.0,1,364,75
26,10,2,200,20,13,0,7,3,59,5.0,1,0,140
40,8,2,93,23,15,1,4,0,90,151.17624116920908,1,0,75
40,6,1,213,11,9,1,2,106,90,228.0,8,104,60
27,11,3,218,16,22,1,1,0,91,157.96784331736012,1,0,132
10,1,2,93,22,15,1,2,11,69,24.0,2,263,120
10,1,2,93,22,15,0,2,13,90,41.0,2,271,150
23,4,2,200,20,11,0,5,11,57,23.0,1,0,150
26,6,1,13,4,14,1,14,9,74,19.0,1,0,49
19,0,1,80,5,7,0,2,2,48,3.0,1,0,110
46,5,2,93,22,12,1,6,1,61,2.0,1,0,65
36,14,1,213,10,11,0,13,1,38,1.0,1,0,190
46,13,2,201,20,6,0,2,1,48,1.0,1,0,125
41,11,2,201,20,5,1,2,21,90,45.0,1,39,92
24,9,1,213,11,18,0,2,0,90,125.74957315059135,1,3,100
23,8,1,28,4,22,1,20,0,89,84.3817068613514,5,346,36
10,8,1,13,7,16,0,5,9,90,20.0,1,0,325
13,14,2,64,13,7,0,4,3,40,6.0,1,0,120
5,0,1,213,9,13,1,5,1,40,1.0,1,0,60
22,14,2,61,21,17,0,3,24,61,51.0,1,0,175
46,3,1,28,6,20,0,2,147,90,323.0,1,103,200
34,0,2,64,13,6,0,1,146,90,313.0,1,270,180
30,8,2,190,18,5,1,1,0,91,146.34500927825877,1,0,155
46,5,1,213,11,10,0,1,0,91,182.13413811317122,1,0,120
2,2,1,157,3,8,1,1,186,91,398.0,13,293,60
32,4,2,34,16,1,1,3,100,90,215.0,1,80,95
15,10,1,90,14,11,1,3,0,90,98.66006684325754,1,0,80
0,0,1,13,5,19,0,2,203,90,454.0,4,283,230
38,13,1,28,8,19,1,2,1,38,1.0,2,0,45
46,0,3,165,8,22,1,2,1,38,1.0,1,0,40
46,10,1,60,2,19,2,2,7,38,14.0,1,238,95
26,9,1,51,3,14,0,2,0,87,81.78327078216964,1,0,200
46,5,2,93,23,12,1,2,34,89,72.0,4,101,42
38,2,1,13,5,13,1,2,255,90,545.0,1,11,70
5,6,1,41,6,8,1,1,20,85,44.0,11,365,199
20,2,2,205,24,18,1,3,157,91,339.0,1,287,65
45,1,2,94,17,2,0,30,4,83,8.0,1,9,190
34,12,2,91,13,1,0,2,146,90,312.0,1,264,200
32,3,1,51,3,10,0,3,21,88,105.0,1,0,75
46,8,1,90,11,13,1,1,31,90,66.0,1,343,98
14,0,1,28,8,19,1,2,78,90,178.0,1,206,120
46,13,1,76,0,19,1,4,9,89,19.0,5,365,130
46,6,2,93,22,17,0,1,0,90,174.4584797267058,1,89,250
24,2,2,64,12,6,0,31,2,55,3.0,1,204,125
43,1,2,201,20,6,0,2,0,90,159.07273824256436,1,0,225
45,3,1,28,7,19,1,3,0,90,164.32500759456332,1,0,96
46,14,1,74,1,12,1,5,4,84,8.0,1,89,55
46,3,2,205,24,19,1,3,8,90,19.0,2,160,68
2,8,1,28,6,21,1,15,0,89,55.45819420886444,1,0,45
20,8,3,4,19,19,0,1,2,49,4.0,1,0,140
43,11,2,94,18,4,0,4,5,57,10.0,1,0,160
27,11,1,213,9,13,1,7,1,48,1.0,1,0,77
46,3,1,90,13,14,1,1,1,48,1.0,1,0,90
20,10,2,118,11,3,0,13,1,48,1.0,1,0,208
43,9,2,64,13,4,0,3,72,87,155.0,1,0,215
46,3,2,93,22,11,1,2,21,90,44.0,1,79,100
42,12,2,205,24,19,1,2,9,49,19.0,1,0,40
46,1,3,122,12,22,1,1,85,90,184.0,1,176,59
26,4,0,191,23,24,0,2,44,91,222.0,1,153,325
43,11,1,28,7,18,0,1,201,90,436.0,1,293,98
46,0,2,208,14,1,1,1,0,90,158.4172798119767,1,0,109
33,7,1,13,4,20,1,3,13,71,27.0,2,333,69
18,14,3,116,17,18,1,3,1,48,1.0,1,0,80
46,13,1,51,3,12,0,3,0,87,117.62251106896028,2,0,80
34,12,1,26,2,21,1,1,45,89,96.0,10,158,39
22,10,1,107,1,7,1,2,7,91,262.0,1,37,70
46,2,2,208,14,1,0,3,117,73,257.0,1,0,194
19,0,2,64,12,7,1,5,92,90,200.0,2,8,90
34,12,1,51,2,21,1,1,70,90,150.0,10,33,39
23,0,1,213,10,11,1,2,71,90,152.0,1,151,85
38,5,2,93,23,15,1,1,161,90,345.0,3,259,42
0,0,1,13,4,16,0,2,1,38,1.0,1,0,200
32,4,1,28,8,19,1,1,4,38,8.0,1,0,50
46,2,1,189,1,1,0,1,1,48,1.0,1,0,100
31,3,1,51,3,12,0,4,61,90,132.0,1,365,150
45,8,1,28,7,20,0,5,85,90,183.0,1,269,100
16,0,1,150,2,6,0,30,26,76,55.0,2,282,85
45,2,2,91,13,1,0,1,72,85,179.0,1,0,240
46,12,2,111,15,7,0,7,2,38,3.0,1,0,135
43,6,2,200,20,14,0,14,3,40,6.0,1,0,135
46,13,0,207,24,23,1,1,3,74,15.0,1,179,79
41,10,2,64,12,4,1,2,10,71,30.0,1,0,150
46,1,1,13,4,16,1,4,84,89,182.0,1,307,139
4,4,1,13,5,13,1,2,2,85,3.0,1,0,38
41,5,1,57,7,5,1,4,65,64,142.0,1,0,100
46,9,3,4,19,21,1,3,0,91,193.47562752520744,1,0,75
33,5,3,165,9,22,0,4,6,61,12.0,1,0,170
46,7,2,93,23,14,1,2,57,76,147.0,1,188,70
46,12,2,177,12,1,1,3,107,90,268.0,2,276,199
34,12,1,51,2,21,1,1,62,75,133.0,10,159,39
34,12,1,51,2,21,1,1,73,89,156.0,10,33,39
46,0,2,61,21,14,1,2,13,85,27.0,2,325,75
13,4,1,215,1,7,0,20,30,69,64.0,2,65,99
9,14,3,4,17,21,1,15,15,91,31.0,2,61,100
43,10,1,43,5,2,0,3,38,90,95.0,1,135,225
37,9,1,25,7,2,1,2,72,90,161.0,1,231,99
7,3,1,13,7,17,1,60,6,90,12.0,1,266,67
46,3,2,93,22,14,1,3,18,89,38.0,1,362,180
29,4,2,201,21,9,1,1,87,90,187.0,2,263,100
4,13,2,93,23,18,0,3,8,54,16.0,1,1,125
46,10,3,4,18,20,0,3,25,90,54.0,1,0,85
22,12,2,200,19,11,1,2,3,58,7.0,1,0,175
41,4,0,212,24,23,1,5,17,62,39.0,2,123,65
46,3,1,20,1,3,1,2,6,89,208.0,1,90,52
2,9,2,102,24,19,0,3,3,58,6.0,1,0,85
46,9,4,89,0,0,1,1,82,90,177.0,1,325,99
46,13,1,76,0,20,1,4,3,89,6.0,5,364,130
46,2,2,94,18,2,0,2,39,89,85.0,1,37,189
33,7,1,13,4,19,0,2,16,85,41.0,2,0,121
46,6,1,213,8,14,1,1,4,66,8.0,1,363,150
46,13,2,126,17,9,0,1,1,38,1.0,1,0,170
24,2,2,94,18,3,1,2,11,59,23.0,1,0,70
33,7,2,201,21,7,1,5,1,48,1.0,1,0,80
28,4,2,129,23,10,0,7,0,91,143.31515166250105,1,0,186
5,9,2,64,13,7,0,3,11,82,23.0,1,0,174
23,7,2,118,10,4,1,1,5,39,10.0,4,0,89
35,0,2,64,13,4,1,3,4,39,8.0,1,0,109
46,2,1,90,13,12,0,4,26,75,56.0,1,0,100
17,3,1,213,10,17,1,5,5,38,10.0,2,0,80
27,12,1,74,1,9,1,7,16,88,34.0,4,292,41
45,5,1,90,12,15,0,5,0,90,161.96384970477553,1,0,120
10,7,2,208,14,1,0,8,23,79,49.0,1,0,230
46,11,1,174,0,11,2,1,126,91,293.0,5,342,45
3,2,1,157,3,8,0,2,80,90,282.0,1,105,125
12,3,2,64,13,4,0,2,1,48,1.0,1,0,149
24,14,0,0,24,23,1,4,40,82,86.0,5,0,63
37,9,1,17,0,1,0,3,6,61,12.0,1,0,60
15,8,2,93,23,18,1,3,17,85,37.0,8,341,57
43,5,1,13,5,10,0,2,59,90,157.0,1,304,160
10,12,1,213,10,9,0,1,10,80,22.0,3,0,164
16,11,1,51,2,13,0,2,10,90,21.0,2,365,250
21,9,2,129,22,9,0,5,29,90,74.0,1,102,194
27,4,2,73,9,0,0,10,0,90,117.05848489808649,1,0,140
46,11,1,51,2,19,0,3,84,90,184.0,1,172,205
46,13,1,76,0,20,1,4,5,61,10.0,5,365,129
20,9,1,213,9,17,0,4,0,88,81.49127765179455,2,188,250
17,7,2,91,14,2,0,2,16,61,36.0,1,0,150
23,7,1,52,5,23,0,3,160,90,343.0,2,256,75
46,11,1,174,0,12,2,1,135,91,290.0,5,351,45
0,7,1,213,11,15,1,2,9,75,19.0,1,0,65
46,13,2,200,18,10,0,1,13,53,27.0,1,0,250
23,4,1,90,14,11,2,1,1,38,1.0,1,0,185
15,6,3,188,14,19,0,1,172,91,447.0,1,234,125
45,4,3,54,19,21,1,1,5,72,10.0,1,87,175
46,0,1,150,2,5,0,3,70,90,150.0,1,338,300
39,7,2,200,19,11,0,30,1,69,3.0,121,273,249
39,7,2,200,18,10,0,30,3,79,10.0,121,365,199
44,13,2,85,15,4,0,4,2,38,3.0,1,0,180
15,14,1,26,2,20,1,3,34,89,72.0,1,116,60
40,5,1,213,9,17,1,7,2,49,4.0,1,0,55
15,9,1,13,4,20,0,2,129,91,331.0,1,242,135
46,4,1,60,1,14,0,2,4,91,184.0,1,93,90
27,2,2,64,14,4,1,4,1,48,1.0,1,0,130
46,10,0,152,24,24,2,1,0,91,173.86462423307324,1,364,150
46,0,1,90,15,13,1,1,0,89,145.2775477551682,1,0,80
46,4,2,93,23,12,1,3,37,90,80.0,1,61,85
42,0,2,190,18,4,1,2,3,69,7.0,1,0,150
46,10,1,74,1,12,1,1,73,90,157.0,1,334,62
17,6,1,13,4,19,0,2,188,90,405.0,3,262,155
4,8,1,13,4,16,1,2,3,84,26.0,1,0,40
15,2,2,64,14,4,1,2,35,71,77.0,2,28,140
26,7,1,28,8,19,2,1,5,90,10.0,5,365,50
5,3,2,64,12,4,0,2,1,48,1.0,1,0,250
46,12,1,41,5,10,1,7,1,38,1.0,1,0,70
7,4,1,157,4,8,0,5,5,82,10.0,1,0,160
25,12,1,127,0,14,0,2,114,90,264.0,1,217,78
46,1,2,35,11,2,0,4,8,81,16.0,1,350,139
33,0,2,205,24,19,1,5,4,67,8.0,1,0,50
46,11,2,200,20,14,0,2,31,76,68.0,1,0,145
46,5,2,93,23,12,1,2,84,89,181.0,4,72,55
46,7,2,201,21,7,0,5,1,48,1.0,1,0,215
46,12,3,116,16,11,0,480,0,89,55.41794384455537,1,365,199
46,4,3,116,17,18,1,2,9,88,19.0,2,89,120
37,7,2,34,16,2,0,3,9,51,18.0,1,0,160
43,12,2,201,20,7,0,5,0,90,155.64672546524574,1,0,125
46,12,2,93,23,15,0,1,0,91,189.97612169930608,1,0,99
46,10,4,176,0,0,0,2,147,91,318.0,1,324,80
13,6,2,64,13,6,0,2,6,61,17.0,1,0,150
28,5,1,28,7,20,1,1,2,40,3.0,1,0,110
43,7,2,85,14,5,0,5,2,85,4.0,3,30,239
46,4,1,51,2,13,1,4,3,55,6.0,1,0,40
28,14,2,201,22,9,1,5,2,40,4.0,1,0,60
40,4,2,93,23,16,0,2,11,64,24.0,1,0,87
41,14,1,213,9,13,1,2,0,91,168.82935422461298,1,6,44
46,0,2,93,23,17,1,1,0,88,134.27804649634618,1,0,80
23,5,2,200,20,14,0,6,4,38,8.0,1,0,119
8,7,1,189,2,2,0,5,9,52,19.0,1,0,69
46,2,2,205,24,18,1,1,38,69,83.0,2,0,50
21,4,1,213,10,13,0,10,27,89,58.0,1,280,200
23,8,0,166,24,22,1,1,202,89,434.0,1,0,65
46,0,3,68,16,23,0,2,1,60,2.0,1,0,78
9,2,1,80,5,7,0,4,4,61,8.0,1,0,150
46,4,2,201,21,10,1,2,165,90,355.0,1,105,99
32,12,3,4,18,20,0,14,0,90,139.8680249517345,2,0,150
13,13,2,34,14,3,0,1,71,90,155.0,1,256,140
39,13,1,158,1,13,0,1,0,87,105.37341176173823,1,0,75
40,3,1,215,1,5,0,3,141,91,308.0,1,0,123
46,13,1,76,0,19,1,4,13,89,28.0,5,180,125
44,9,2,34,16,3,0,2,25,89,121.0,1,221,299
46,1,1,74,1,10,1,3,219,91,472.0,1,286,55
46,5,2,201,21,7,1,3,2,48,3.0,1,0,55
38,9,1,13,3,17,1,3,3,38,6.0,1,342,65
37,3,2,126,16,4,0,3,0,90,145.45015743254135,1,0,300
28,8,2,93,22,12,0,5,11,85,81.0,1,0,150
32,12,2,94,19,4,1,1,5,68,13.0,1,0,79
8,13,2,94,19,5,0,1,0,90,97.30601956160936,1,0,152
46,12,2,93,23,14,0,3,102,90,265.0,1,247,124
46,7,1,7,0,0,1,2,36,90,93.0,1,281,85
9,4,2,93,22,14,1,3,6,85,12.0,3,349,100
26,4,1,28,8,21,0,4,8,86,21.0,2,0,82
9,2,0,95,24,20,1,4,51,65,110.0,2,0,59
46,3,2,64,12,7,1,1,5,38,10.0,1,0,75
38,7,1,13,6,19,1,1,2,38,3.0,1,0,65
46,3,4,193,0,0,1,1,0,90,173.8699377601045,1,0,50
37,12,1,213,11,9,1,2,12,61,25.0,1,0,65
8,4,2,34,16,2,0,3,10,74,32.0,1,0,109
43,13,1,19,6,4,1,1,151,90,336.0,1,325,59
36,1,2,200,18,9,0,4,7,60,15.0,1,188,300
13,8,1,80,7,8,0,6,12,85,31.0,1,188,135
41,0,2,61,21,18,0,2,1,49,1.0,1,0,110
24,12,2,64,12,3,0,2,1,48,1.0,1,0,300
8,5,2,205,24,16,1,4,0,89,74.67696696659435,1,0,80
15,5,2,200,20,14,1,5,7,50,14.0,1,341,185
5,5,1,189,1,1,1,6,26,90,56.0,1,160,35
31,9,1,213,11,12,1,5,0,90,125.092341936908,1,0,250
46,0,2,201,19,4,1,2,2,49,4.0,1,0,90
40,8,3,59,17,23,1,1,209,90,452.0,2,1,50
46,1,1,90,12,16,1,7,11,89,23.0,1,0,60
5,10,1,213,11,15,1,3,1,62,4.0,1,0,70
46,9,2,201,20,7,1,2,3,58,5.0,1,0,130
46,0,0,178,23,23,1,2,98,90,211.0,3,108,28
12,14,1,13,4,18,1,14,0,90,86.4535705551429,1,0,35
28,7,1,213,10,17,0,3,10,85,21.0,1,0,110
46,14,1,51,3,17,1,1,3,39,5.0,1,0,70
18,4,1,213,10,10,0,2,7,70,14.0,1,0,200
28,6,2,73,9,0,1,2,71,88,154.0,1,0,90
22,11,3,165,9,22,0,5,3,82,15.0,1,0,139
7,0,2,126,15,5,0,4,15,89,32.0,1,7,185
23,6,3,188,16,20,0,1,0,90,136.6395500173986,1,0,95
17,3,1,213,10,17,1,1,2,53,4.0,2,0,100
37,10,2,126,18,8,1,3,67,90,163.0,1,265,195
11,0,2,64,13,6,0,3,4,40,8.0,1,0,235
46,12,1,90,12,16,0,3,107,90,237.0,2,277,150
46,2,2,205,24,17,1,2,1,85,15.0,2,0,70
37,4,2,64,13,5,1,2,2,48,3.0,2,0,95
46,3,2,93,23,14,1,2,0,88,131.96352030209434,1,0,50
21,6,2,201,21,8,1,1,9,80,18.0,1,0,100
46,11,1,51,2,16,0,1,1,38,1.0,1,0,160
46,9,1,213,10,16,1,1,9,87,18.0,1,35,65
46,4,3,103,17,23,0,2,166,90,362.0,1,195,104
18,11,2,118,11,5,1,2,12,70,25.0,1,0,60
46,6,1,28,8,21,1,7,0,90,162.03193234284853,1,0,60
46,8,1,28,8,19,1,2,0,91,184.36730033927725,1,0,50
46,7,2,85,14,4,0,2,134,90,319.0,4,270,190
46,10,1,90,13,15,1,6,0,89,141.18765996377027,1,0,60
23,8,1,13,6,15,1,3,18,68,38.0,1,0,55
40,4,1,51,3,11,0,7,45,90,105.0,3,161,80
46,10,3,15,14,24,1,2,39,89,84.0,1,222,65
45,4,2,94,17,2,0,2,20,73,42.0,1,0,235
34,14,2,118,12,5,0,2,6,61,12.0,1,0,205
11,8,1,41,7,8,0,3,1,48,1.0,1,0,109
27,13,1,41,4,10,1,2,12,74,25.0,1,0,85
15,2,1,158,1,10,1,1,169,89,410.0,1,233,80
31,6,2,64,14,5,0,3,4,85,8.0,1,0,120
30,1,2,94,17,2,1,1,1,38,1.0,1,0,130
21,7,2,201,22,8,0,4,46,89,101.0,1,207,190
34,10,2,93,22,11,1,4,2,38,3.0,1,0,99
7,13,2,205,24,16,0,30,0,89,43.38348594308145,1,0,125
46,14,1,13,6,19,1,4,3,89,34.0,2,157,52
46,14,1,13,6,19,0,4,5,89,10.0,2,50,110
10,0,3,165,9,22,1,2,0,66,-107.17901325672722,1,0,75
31,5,2,35,11,3,1,3,1,38,1.0,2,0,99
45,4,2,201,20,7,1,1,163,90,354.0,1,32,137
46,12,2,136,16,7,1,5,2,38,3.0,1,0,85
19,5,2,126,17,7,0,10,3,85,12.0,1,14,149
10,7,1,213,10,10,0,2,13,56,27.0,1,0,124
46,6,2,64,13,7,1,2,23,61,50.0,1,0,125
19,13,2,118,10,4,1,1,212,90,463.0,1,41,70
5,2,3,4,19,21,1,1,6,90,12.0,5,323,99
5,2,3,4,19,21,1,1,2,56,3.0,5,138,109
31,11,2,205,24,19,0,1,28,87,63.0,3,364,235
25,6,1,51,3,10,0,2,20,88,43.0,1,0,95
28,1,2,118,12,4,0,2,8,58,16.0,4,297,250
46,6,2,177,13,1,1,1,152,90,333.0,2,9,95
15,10,2,200,20,12,1,1,71,90,154.0,2,186,85
46,2,2,91,13,1,0,4,4,56,8.0,1,0,190
32,2,2,64,13,5,1,1,2,38,3.0,2,0,125
43,14,2,102,24,21,0,2,20,76,45.0,2,164,125
30,10,1,51,2,15,1,2,2,38,3.0,1,364,160
30,8,2,61,21,17,1,1,0,91,154.32403409324942,1,0,59
46,14,1,28,8,19,0,2,171,90,373.0,1,183,70
46,14,1,60,0,18,0,1,47,90,102.0,1,348,55
46,3,2,200,20,14,0,1,7,52,19.0,1,0,100
36,0,2,200,18,8,1,1,60,89,130.0,3,351,95
11,5,2,118,12,3,0,30,8,83,19.0,7,4,250
12,0,1,150,3,8,0,1,1,59,2.0,1,0,95
40,14,3,59,17,23,0,2,9,89,19.0,2,331,89
46,4,2,126,16,5,0,7,8,75,17.0,1,302,285
42,14,2,196,11,0,1,2,2,39,3.0,1,0,127
46,0,2,37,10,0,0,1,0,91,184.5263951460741,1,0,150
46,2,2,201,20,7,0,30,1,49,1.0,1,0,225
31,4,2,201,21,8,0,4,1,40,1.0,1,0,150
17,9,1,13,4,22,1,1,2,48,3.0,1,0,50
40,11,2,93,23,15,1,1,1,85,15.0,2,363,60
10,8,2,34,15,1,0,7,6,69,13.0,1,0,275
27,6,2,111,15,5,2,1,8,57,16.0,1,0,65
12,7,1,213,10,13,1,1,215,90,467.0,1,232,80
22,11,3,4,17,21,0,5,2,89,3.0,2,0,130
11,14,3,116,16,12,0,2,0,90,111.52619618200686,1,0,199
46,7,1,51,3,10,1,1,5,57,10.0,1,0,65
16,1,1,213,9,17,1,2,1,48,1.0,1,0,75
43,9,1,13,4,21,0,1,52,90,181.0,4,359,200
45,14,2,129,22,10,1,4,2,54,4.0,1,0,40
46,13,2,93,23,15,0,2,9,69,28.0,1,0,68
46,4,1,45,4,1,0,3,15,89,32.0,1,356,130
46,8,2,201,20,5,1,3,79,91,218.0,2,20,135
46,8,2,201,20,4,0,5,25,89,53.0,2,70,165
46,0,2,64,13,5,0,1,2,38,3.0,1,0,250
41,13,3,4,19,20,2,1,1,48,1.0,1,363,52
46,9,2,208,15,1,0,2,1,52,2.0,1,0,170
21,10,1,13,7,16,1,5,0,90,113.17184313083249,1,0,42
38,9,1,213,8,18,1,3,2,38,3.0,1,0,65
23,10,1,189,1,0,0,3,34,90,74.0,1,0,80
40,2,2,200,20,12,0,2,5,81,10.0,1,0,130
16,1,2,200,19,10,0,7,2,49,4.0,1,0,140
39,9,2,85,15,6,0,2,2,38,3.0,1,0,200
46,7,1,13,7,14,1,1,14,71,29.0,1,0,55
44,10,1,28,8,19,1,3,0,91,179.17447234946718,1,0,50
13,14,2,200,20,13,0,2,1,38,1.0,1,0,175
39,13,2,35,11,2,0,2,4,91,8.0,1,18,99
41,2,2,118,10,5,0,1,4,40,8.0,1,0,200
46,3,2,93,23,18,0,1,0,90,175.1573259001432,1,0,180
11,12,3,4,18,21,1,4,86,90,187.0,1,324,75
39,4,2,118,10,4,0,6,7,82,22.0,1,0,90
4,1,3,68,16,23,1,1,12,73,25.0,1,0,51
30,5,1,28,8,19,1,5,1,39,1.0,1,0,62
21,7,1,74,0,8,0,3,0,87,65.26171822751135,2,0,70
30,5,1,28,7,19,1,1,1,38,1.0,1,0,90
37,10,1,28,8,18,1,3,1,38,1.0,1,0,45
46,7,2,201,22,8,1,1,7,49,14.0,1,0,109
43,1,2,64,13,3,1,3,98,88,214.0,1,0,100
46,3,1,13,5,21,0,3,63,90,138.0,1,354,200
32,3,2,64,14,6,1,3,86,90,187.0,1,62,149
46,1,3,104,2,24,1,5,29,91,63.0,1,314,55
24,9,2,118,12,5,0,1,0,90,125.84467753722876,1,0,275
46,10,1,107,1,6,0,1,1,39,1.0,1,0,70
46,5,1,13,6,10,2,8,41,86,88.0,4,53,29
12,0,1,25,7,1,0,5,94,90,203.0,1,26,195
1,6,2,201,20,6,0,1,2,54,4.0,1,0,220
33,14,3,4,18,20,1,5,30,75,65.0,2,249,80
16,12,3,4,18,19,1,1,5,61,13.0,1,0,110
2,6,2,200,19,13,1,3,31,89,67.0,3,345,70
33,5,2,35,10,3,1,2,47,90,103.0,1,28,90
10,0,1,213,10,12,0,10,2,70,3.0,1,0,130
41,14,2,64,13,4,0,5,107,90,283.0,1,12,149
46,13,0,39,23,23,0,2,58,91,125.0,1,324,100
13,9,1,213,10,10,0,2,6,61,12.0,1,0,100
13,3,1,28,8,17,0,2,1,39,1.0,1,0,125
46,1,2,34,15,1,0,1,0,89,150.63152734900882,1,0,200
46,3,2,64,13,4,0,1,205,91,449.0,1,349,199
22,1,1,28,5,21,1,1,2,51,5.0,26,365,50
46,10,2,34,15,1,0,1,2,48,3.0,1,0,300
3,3,2,94,17,3,0,4,2,50,3.0,1,0,285
11,5,2,64,13,4,0,3,12,75,31.0,1,58,330
33,5,1,13,5,20,1,2,57,90,124.0,3,117,39
46,12,2,64,12,6,2,10,0,90,148.08168569504144,2,0,60
46,14,1,74,0,13,0,2,136,91,299.0,2,265,77
26,9,1,213,10,13,0,1,2,38,3.0,1,0,115
46,12,2,93,23,15,0,3,13,71,27.0,1,0,99
46,11,2,64,13,6,0,1,1,39,1.0,1,0,250
46,2,2,200,20,13,2,1,104,90,225.0,1,333,62
46,5,1,213,10,14,0,3,26,67,57.0,1,0,105
34,5,3,163,7,24,1,1,7,89,14.0,5,344,55
29,1,1,189,2,2,0,30,2,90,45.0,21,362,172
24,12,2,126,17,9,0,1,0,90,127.69713848702182,1,0,100
46,2,2,200,20,13,0,1,0,90,172.17807777706935,1,0,120
46,13,1,51,3,14,1,2,42,85,93.0,1,354,60
46,5,1,19,4,6,1,1,201,90,444.0,4,5,72
41,14,2,201,21,9,1,1,0,91,170.68825491750215,1,0,80
6,11,1,28,6,21,0,3,159,90,353.0,3,231,229
46,12,3,104,8,24,1,1,68,90,149.0,3,349,70
38,0,1,60,1,14,2,30,3,61,6.0,7,360,40
2,14,2,64,13,6,1,2,50,90,109.0,2,131,99
46,9,3,4,19,20,1,2,15,50,32.0,1,318,100
41,9,2,118,12,4,1,4,5,72,10.0,1,0,78
31,6,2,177,13,1,0,1,88,90,190.0,1,320,125
46,10,2,136,16,7,0,3,130,91,282.0,1,249,190
46,12,2,64,12,6,2,15,0,89,124.36719068702784,2,0,100
46,12,2,94,18,2,0,2,2,38,3.0,1,0,135
46,3,1,43,5,3,0,2,23,90,103.0,1,0,250
17,4,2,136,16,7,0,4,0,90,108.59200494619495,1,0,125
7,1,1,90,12,17,0,1,0,90,98.10158849034485,1,0,228
18,3,3,188,16,21,1,1,0,90,122.72069113272987,1,0,37
46,7,2,34,17,1,0,120,0,86,21.43966940646885,1,0,116
38,7,1,127,0,9,0,5,67,90,182.0,3,27,99
27,11,3,98,1,24,1,1,5,62,23.0,2,0,50
46,13,1,13,7,15,1,30,9,50,19.0,1,0,54
46,2,1,213,10,10,1,3,26,76,56.0,1,0,70
46,3,2,94,18,5,1,2,58,89,215.0,1,42,135
46,4,1,90,14,13,0,5,3,59,6.0,1,189,122
35,10,2,201,19,4,0,6,2,40,3.0,1,0,141
12,7,1,90,14,12,1,4,17,89,36.0,2,159,70
6,1,1,158,1,13,1,1,0,89,74.23690354018402,1,0,90
46,1,2,64,13,5,0,1,2,49,4.0,1,0,150
46,0,2,34,15,1,0,1,1,48,1.0,1,0,250
46,4,2,190,17,5,1,4,122,90,270.0,3,29,115
46,10,2,200,20,14,0,2,19,60,41.0,1,0,130
46,5,1,19,5,7,1,1,241,90,541.0,4,4,74
46,13,1,52,4,23,1,2,58,88,133.0,1,248,48
26,2,2,94,18,3,2,1,8,49,16.0,1,0,85
37,1,2,144,12,2,0,3,2,58,3.0,1,0,180
36,7,1,51,4,10,0,5,2,50,3.0,1,0,97
17,0,2,93,23,18,0,1,0,90,117.09828820208872,1,0,131
46,14,2,93,22,12,1,1,36,90,251.0,2,365,100
46,11,1,174,0,10,0,1,0,87,120.15905097409339,1,0,100
46,14,2,64,12,6,1,5,74,74,160.0,2,0,105
10,2,1,213,11,11,0,6,3,49,6.0,1,0,100
46,12,1,13,5,20,0,4,59,89,136.0,1,242,145
18,9,2,208,15,1,0,3,10,83,21.0,1,88,289
46,8,1,90,13,14,1,1,0,91,181.6969812245429,1,0,90
38,4,2,93,23,17,1,3,27,76,58.0,1,0,29
46,7,1,158,1,11,0,2,7,58,14.0,1,0,70
9,4,1,213,11,16,1,3,6,61,15.0,2,0,80
23,5,2,93,22,14,1,3,0,88,84.51802407795594,1,0,120
37,4,1,51,3,15,1,2,79,89,174.0,1,268,60
46,4,2,196,12,0,1,1,0,90,160.18181106864813,1,0,80
46,3,1,213,11,17,1,5,22,90,47.0,2,359,70
0,2,2,35,11,3,0,5,16,89,34.0,1,0,175
46,3,4,185,1,0,0,1,105,90,229.0,1,258,144
41,11,1,51,2,12,1,2,18,69,39.0,1,0,40
17,14,2,64,13,5,1,1,27,65,58.0,2,0,180
46,2,2,61,21,17,1,4,162,90,354.0,1,60,75
46,7,1,51,3,17,0,4,56,89,122.0,1,343,80
46,10,3,4,19,21,1,2,62,90,136.0,3,67,69
46,4,2,200,19,8,0,2,134,90,294.0,1,36,150
3,6,1,25,6,3,0,30,6,58,13.0,1,0,250
17,14,2,64,13,5,0,4,2,56,4.0,2,0,280
17,0,1,41,7,9,1,3,16,89,36.0,1,0,55
