Host ID,Host Name,Neighborhood,District,Latitude,Longitude,Room Type,Minimum Nights,Reviews,Last Review,Monthly Reviews,Number of Listings,Days Available,Price
1,9,3,165,8,22,0,14,1,13,0.0,5,365,140
1,1,1,90,14,10,0,2,69,89,66.0,1,12,135
1,11,2,35,11,2,0,4,18,91,17.0,2,265,250
1,8,2,126,17,8,0,30,82,49,77.0,1,0,250
0,6,2,91,14,2,0,5,10,89,9.0,1,91,225
1,1,2,61,21,15,0,28,183,84,182.0,2,365,125
1,14,2,93,22,16,1,1,189,90,181.0,5,253,92
1,3,2,93,23,15,1,2,1,74,10.0,1,365,175
1,9,2,64,13,6,0,2,127,90,121.0,1,320,99
1,11,2,201,21,10,0,4,4,71,3.0,1,0,195
0,8,2,61,22,17,0,3,135,90,129.0,3,192,140
1,5,2,114,12,2,0,2,21,40,19.0,1,0,135
1,1,2,93,22,11,1,14,10,90,220.0,2,0,80
1,14,2,35,10,3,1,4,171,90,179.0,2,353,120
0,1,2,126,17,8,0,200,92,88,89.0,1,140,110
1,3,1,60,1,14,0,3,238,90,229.0,1,2,65
1,2,2,64,13,3,0,50,56,89,57.0,1,56,130
1,12,1,28,5,21,0,3,111,90,212.0,1,68,99
1,8,4,193,0,0,1,2,193,90,184.0,6,360,36
1,8,4,193,0,0,1,2,147,90,143.0,6,0,37
1,8,4,193,0,0,1,2,177,91,170.0,6,320,37
2,11,2,64,13,6,0,3,185,89,177.0,2,326,175
2,3,2,34,15,2,0,9,62,90,69.0,2,76,205
2,9,1,90,13,12,0,3,124,90,121.0,3,279,285
2,12,1,213,9,13,1,2,181,90,176.0,2,15,59
1,8,4,193,0,0,1,2,333,91,318.0,6,340,36
2,3,3,4,17,21,0,5,441,90,449.0,1,226,99
2,1,1,107,1,7,1,1,45,89,45.0,2,365,39
2,4,1,150,2,5,1,14,9,59,8.0,2,0,60
1,2,0,39,22,23,1,2,0,89,63.73732953860002,7,349,90
2,14,0,65,24,24,0,2,38,90,49.0,13,365,105
1,11,1,13,4,16,0,2,248,90,238.0,2,11,135
2,5,1,13,5,12,1,3,36,83,40.0,4,281,70
2,11,2,102,24,19,1,7,0,89,66.81463648024285,2,323,75
2,8,1,213,9,12,1,17,14,85,13.0,4,362,60
1,3,2,64,13,5,0,3,0,90,85.28157960505746,1,0,200
2,10,1,51,3,16,1,3,279,90,268.0,1,301,100
2,5,1,13,4,15,1,4,18,85,21.0,4,189,70
2,3,1,51,3,13,1,6,50,89,354.0,1,0,110
2,1,1,51,3,13,1,2,227,90,226.0,2,287,60
0,13,2,114,11,2,0,14,1,85,15.0,1,14,90
0,4,2,64,12,6,1,2,203,90,195.0,2,86,68
2,2,2,201,20,6,0,2,210,91,209.0,1,261,115
2,7,1,13,4,13,1,5,64,85,66.0,1,68,75
2,9,1,213,10,9,1,3,0,90,77.54265250474471,1,0,60
2,9,2,64,14,6,0,7,5,85,14.0,1,231,129
2,14,1,213,10,13,0,10,49,90,47.0,1,152,130
2,8,1,213,9,15,0,4,132,91,126.0,1,46,95
2,4,2,93,23,16,1,3,20,85,25.0,1,364,75
2,6,1,150,3,7,0,2,11,20,10.0,1,246,175
2,9,1,31,3,2,0,3,51,91,56.0,1,288,190
2,0,1,51,2,14,1,21,15,90,14.0,5,331,49
2,12,2,64,13,5,0,3,67,90,130.0,1,51,212
2,14,2,118,11,2,1,1,109,90,110.0,3,364,95
2,8,1,213,10,11,0,2,9,86,10.0,1,254,140
1,5,2,93,22,13,0,6,187,90,186.0,1,189,135
2,13,1,150,3,6,0,2,214,90,207.0,2,263,150
2,6,1,84,4,3,0,3,69,91,78.0,2,258,190
0,11,2,61,21,14,0,28,22,90,25.0,1,103,124
2,0,1,213,11,9,0,30,56,89,55.0,1,42,135
2,4,2,129,22,11,1,3,93,90,92.0,1,246,122
2,3,2,201,22,9,1,1,104,90,104.0,2,364,109
2,12,2,93,23,14,1,30,64,82,67.0,1,318,85
1,10,1,13,4,20,0,3,127,90,124.0,2,72,145
2,14,2,201,21,8,0,11,30,90,31.0,1,249,195
1,6,1,31,3,2,0,2,106,90,133.0,3,272,250
2,6,1,90,14,11,1,3,6,51,9.0,1,325,125
2,13,2,201,20,6,0,30,48,90,54.0,1,35,150
1,6,1,28,8,21,1,5,47,90,48.0,1,203,70
2,9,2,102,24,19,1,2,120,90,126.0,1,132,90
2,4,2,64,14,4,1,3,52,85,62.0,1,5,65
2,8,2,205,24,17,0,3,32,89,42.0,2,276,250
2,6,2,35,11,3,0,25,43,90,41.0,1,102,125
2,12,2,208,14,1,0,30,39,90,43.0,1,251,200
2,1,1,90,13,12,0,1,50,32,49.0,1,188,229
2,13,0,110,24,22,0,30,4,85,34.0,2,346,90
2,5,2,201,20,7,0,13,38,86,38.0,1,0,110
2,14,1,90,13,12,1,3,29,90,35.0,1,15,59
1,3,1,213,9,10,0,4,59,90,59.0,1,71,195
2,11,1,213,11,10,0,1,68,90,66.0,2,215,169
2,0,2,61,22,17,0,14,26,39,26.0,3,253,113
2,4,2,93,22,11,0,14,31,12,30.0,1,78,250
1,10,3,4,20,18,0,2,198,89,200.0,1,257,115
2,0,1,90,13,14,1,2,1,1,0.0,1,0,55
2,12,1,213,10,11,1,2,220,90,216.0,2,8,69
2,11,2,118,11,5,0,3,286,90,280.0,1,191,150
0,4,1,181,2,3,0,2,398,90,396.0,3,182,169
2,13,1,90,15,13,1,3,36,91,35.0,28,79,179
1,10,2,94,18,3,1,3,36,90,35.0,1,49,150
2,10,1,19,5,4,0,4,6,53,9.0,1,0,135
2,11,1,213,8,12,1,14,76,87,75.0,6,343,120
2,6,2,64,12,5,1,2,182,91,180.0,1,200,71
2,4,1,150,3,6,0,30,34,84,50.0,2,189,165
2,13,1,90,15,13,1,3,2,3,1.0,28,60,249
2,2,1,25,6,1,1,3,66,60,67.0,2,0,100
2,2,1,25,7,2,0,3,80,90,84.0,2,106,200
2,12,2,64,12,5,0,4,240,90,239.0,1,276,169
2,12,1,13,4,15,0,3,46,91,106.0,1,248,185
2,7,1,28,6,21,0,2,228,90,226.0,1,194,65
2,8,1,80,6,8,0,35,5,84,4.0,1,135,130
2,13,1,213,12,10,0,30,8,83,10.0,1,30,199
2,14,2,64,12,6,0,2,33,85,32.0,1,0,225
2,13,1,90,15,12,1,3,13,90,13.0,28,81,179
2,4,1,51,3,15,0,5,5,82,4.0,1,0,150
2,8,2,64,13,4,0,1,388,90,387.0,1,142,139
2,1,2,197,10,2,1,3,223,90,221.0,2,60,95
2,0,1,51,2,15,0,15,11,85,10.0,5,179,79
2,13,2,118,12,4,0,2,151,90,150.0,2,52,150
1,9,1,13,4,14,0,3,218,90,225.0,4,324,90
0,10,1,13,4,17,0,2,75,90,75.0,2,237,120
0,12,3,4,17,22,1,1,42,91,120.0,2,365,80
2,12,1,51,3,15,0,90,0,88,-4.096547897807682,1,365,100
2,6,1,13,7,19,0,2,370,91,373.0,1,204,175
2,7,1,51,2,11,0,5,104,90,103.0,1,272,120
2,13,1,213,10,13,0,7,13,58,12.0,1,0,140
2,4,1,13,7,12,0,5,4,76,6.0,1,9,200
0,12,1,41,4,9,1,4,11,90,10.0,3,365,165
0,13,2,111,15,7,0,4,1,5,0.0,3,181,125
3,11,2,34,16,2,0,30,19,81,18.0,1,189,130
3,8,2,61,21,17,2,7,131,89,130.0,2,0,65
3,14,1,80,5,7,0,30,15,89,14.0,1,189,123
3,5,2,205,24,18,1,2,136,90,136.0,1,296,67
3,9,3,159,12,24,1,1,43,91,44.0,1,88,50
3,9,1,84,2,3,0,7,98,90,98.0,1,35,130
3,8,1,213,10,11,1,3,31,87,30.0,1,0,100
1,2,2,201,21,8,0,21,45,73,45.0,1,35,212
2,0,1,213,11,10,0,3,124,90,175.0,1,359,190
1,6,2,64,13,4,0,5,166,89,167.0,2,365,249
3,10,3,167,0,24,1,27,13,48,12.0,1,335,70
2,0,1,51,2,14,0,30,15,85,15.0,5,282,100
3,0,2,93,23,13,1,3,380,90,382.0,2,247,60
3,11,1,13,5,11,0,2,86,90,86.0,1,102,135
2,9,1,90,13,12,0,3,248,90,252.0,3,274,175
10,7,2,201,20,5,0,5,49,90,55.0,1,201,120
3,3,2,126,16,4,0,18,54,91,56.0,1,98,169
3,9,1,51,3,10,0,7,3,14,2.0,1,157,165
3,7,2,93,22,13,1,1,1,49,1.0,1,0,90
3,11,2,200,20,13,0,2,56,76,56.0,1,312,225
1,2,1,80,6,8,1,2,163,89,165.0,2,331,95
2,1,1,51,3,13,1,2,247,90,250.0,2,275,55
1,10,2,94,17,3,1,10,116,89,116.0,1,174,85
3,13,1,181,2,4,0,14,27,89,27.0,2,223,199
2,14,2,118,11,2,0,1,52,90,59.0,3,361,211
3,1,2,126,17,8,0,6,39,84,39.0,1,0,145
3,6,2,93,23,12,1,14,35,90,34.0,1,283,65
0,14,2,93,23,17,0,1,320,90,322.0,1,220,99
3,8,3,4,18,20,0,4,30,90,31.0,1,363,110
1,9,1,51,3,14,0,3,225,90,226.0,4,315,80
3,8,1,25,6,2,0,30,95,80,95.0,1,281,150
8,12,1,13,5,19,0,4,70,90,74.0,1,283,110
3,11,2,34,15,1,1,2,35,85,35.0,1,20,290
3,1,2,64,14,4,1,2,0,89,66.51086827425424,1,0,87
1,5,1,213,9,17,0,4,50,91,50.0,1,331,190
1,14,1,213,12,10,0,2,29,90,30.0,1,36,200
3,4,1,150,3,6,0,2,23,56,22.0,2,7,165
3,2,2,93,22,14,0,2,142,90,143.0,2,301,110
3,12,1,13,5,19,1,2,38,90,53.0,2,307,99
2,1,1,107,1,8,1,1,82,89,93.0,2,365,39
3,12,2,64,13,4,0,2,403,91,409.0,3,201,189
3,4,2,201,21,9,1,1,3,27,2.0,1,0,85
0,7,1,84,2,3,0,30,3,35,2.0,1,316,260
1,14,2,93,22,16,0,1,116,90,117.0,5,271,122
1,8,1,90,13,13,0,2,175,91,178.0,1,139,165
0,6,3,79,9,23,0,3,28,91,120.0,3,209,97
3,2,2,208,14,0,0,4,24,64,24.0,1,0,170
2,5,1,213,10,16,0,2,15,57,14.0,1,0,125
3,14,2,136,16,6,1,4,105,90,106.0,1,193,130
3,5,1,213,11,11,0,10,22,89,37.0,1,52,225
3,7,1,60,1,14,1,2,263,90,268.0,2,136,50
3,2,1,80,5,7,0,3,86,90,90.0,2,286,170
3,6,2,34,16,1,0,4,10,61,9.0,1,0,132
3,5,1,150,3,7,0,7,18,89,20.0,1,18,250
3,9,1,90,12,16,0,5,8,82,20.0,1,9,141
3,6,1,51,3,13,0,20,70,85,72.0,1,3,64
3,3,1,213,10,10,0,3,150,91,154.0,1,277,249
3,5,1,51,3,10,1,2,115,68,117.0,1,0,79
3,3,2,64,12,7,0,2,69,89,70.0,1,233,185
3,9,1,19,5,5,0,3,232,90,240.0,1,221,120
3,14,2,144,12,2,0,3,68,90,68.0,1,277,175
1,7,2,64,13,7,0,4,22,27,22.0,1,0,150
3,11,2,93,22,12,0,8,17,89,16.0,1,343,259
1,6,2,64,12,5,1,1,34,49,57.0,1,0,96
2,11,1,213,12,11,0,7,8,33,7.0,1,0,145
3,8,2,34,15,1,0,4,0,90,84.45241880238942,1,0,200
3,2,2,201,21,8,0,5,2,82,7.0,1,0,95
3,9,1,215,1,7,0,4,52,88,71.0,1,188,250
3,7,2,93,22,15,0,2,74,90,75.0,2,264,295
3,6,2,91,13,1,0,3,18,20,18.0,1,0,175
3,1,2,201,21,9,0,2,191,90,217.0,1,236,165
3,10,2,200,20,12,0,4,0,91,105.98685684101565,1,0,250
3,3,0,217,24,23,0,1,197,90,248.0,1,309,77
3,11,2,118,12,5,0,4,19,91,19.0,1,0,250
3,5,3,4,17,22,0,1,414,91,433.0,1,245,129
1,8,1,213,10,15,1,2,8,76,8.0,4,0,98
3,14,1,150,3,6,0,2,0,90,87.21995542656555,1,8,150
3,4,2,64,13,7,1,7,25,86,29.0,1,359,95
1,14,2,93,22,15,1,3,119,89,121.0,5,333,55
3,14,2,93,22,14,0,2,203,91,213.0,3,258,300
3,8,3,188,15,21,1,40,53,75,54.0,3,236,42
3,11,1,90,13,11,0,2,104,90,108.0,1,22,125
3,3,2,64,13,5,1,3,175,90,179.0,1,236,175
3,8,2,93,23,15,1,3,38,80,41.0,3,365,75
3,9,1,213,11,9,0,45,39,89,49.0,1,89,255
3,14,1,13,4,17,0,31,88,90,90.0,1,164,72
3,4,1,13,5,20,1,1,27,62,27.0,4,311,165
3,8,1,213,11,10,0,5,117,90,127.0,1,23,165
3,11,1,41,4,10,1,3,43,89,43.0,2,365,75
3,8,1,90,13,12,0,5,4,42,4.0,1,0,130
2,0,1,213,9,16,0,2,385,90,399.0,1,222,139
0,5,1,13,4,17,1,1,64,91,67.0,3,238,88
0,5,1,13,4,17,1,1,39,90,40.0,3,218,80
3,7,2,34,15,1,1,2,37,91,178.0,1,0,150
3,8,2,201,20,6,0,3,10,85,11.0,1,0,200
3,6,2,64,14,6,0,2,103,90,107.0,1,235,200
3,8,3,188,15,21,1,40,41,90,42.0,3,246,42
3,0,1,213,10,17,1,6,3,35,2.0,1,0,90
7,12,2,93,23,15,0,3,227,90,232.0,1,247,295
3,11,1,51,3,13,0,2,29,90,34.0,1,119,130
1,7,1,213,10,8,1,3,205,64,230.0,3,0,89
3,7,2,93,22,13,0,5,42,90,43.0,2,234,198
3,12,2,64,13,4,0,2,280,91,291.0,3,257,99
0,0,1,90,12,17,1,4,86,90,88.0,3,350,46
0,5,2,177,12,2,1,2,54,90,55.0,1,221,140
4,11,2,129,22,10,1,5,57,85,58.0,2,201,75
3,8,3,188,15,21,1,44,31,89,31.0,3,161,33
3,5,2,201,21,10,0,31,188,83,193.0,1,259,250
3,14,1,28,8,20,1,3,480,91,666.0,1,0,60
3,14,2,205,24,16,1,2,34,90,34.0,1,222,75
2,3,2,34,15,2,0,9,3,80,3.0,2,76,205
3,0,1,150,3,6,0,5,2,35,2.0,1,0,219
0,8,1,150,3,7,1,1,20,83,20.0,6,258,60
3,1,2,201,20,6,0,2,129,90,132.0,1,14,185
3,2,2,64,13,7,0,3,147,90,159.0,1,27,190
3,12,1,181,2,5,0,28,101,91,105.0,1,167,105
3,1,2,61,22,15,0,2,11,49,11.0,2,68,250
